Vehicle_ID,Manufacturer,Model,Year,Battery_Type,Battery_Capacity_kWh,Range_km,Charging_Type,Charge_Time_hr,Price_USD,Color,Country_of_Manufacture,Autonomous_Level,CO2_Emissions_g_per_km,Safety_Rating,Units_Sold_2024,Warranty_Years,Revenue of 2024,Price Category,Battery Effeciency (km/ kWh),Range Category,Autonous Level Coulumn,Unit Selling Category
678,Honda,Honda e (discontinued),2020,Aluminum-ion,63.1,401,Vehicle-to-Grid (V2G),11.4,63149.66,Metallic Silver,Japan,5,0,4,14910,5,941561430.6,Mid-Range,6,High Range,Full,Very High
679,Vinfast,VF 8,2019,Solid-state,146,355,CHAdeMO,5.9,48027.33,Copper,Finland,1,0,4,510,4,24493938.3,Mid-Range,2,Mid-Range,Basic,Low
680,Chevrolet,Bolt EUV,2019,Calcium-ion,97.1,127,Vehicle-to-Load (V2L),4,81638.74,Lime Green,Usa,3,0,5,18374,3,1500030209,Premium,1,Low Range,Advanced,Very High
681,Hyundai,Ioniq 6,2017,Lithium-titanate,45.6,399,DC Fast Charging (DCFC),3.8,33856.4,Teal,Belgium,5,0,3,8560,4,289810784,Budget,9,Mid-Range,Full,High
682,Cadillac,Celestiq,2017,Zinc-air,76.7,548,Mobile Charging,9.8,46701.16,Navy Blue,Denmark,3,0,3,9743,5,455009401.9,Mid-Range,7,High Range,Advanced,High
683,Acura,ZDX (with GM Ultium),2023,Nickel-metal hydride,68.9,548,Vehicle-to-Grid (V2G),1.6,93188.57,Ice Silver,Hungary,5,0,4,15287,4,1424573670,Premium,8,High Range,Full,Very High
684,Li Auto,MEGA,2015,Aluminum-ion,92.7,590,Vehicle-to-Grid (V2G),1.5,46870.27,Magenta,Belgium,2,0,5,9612,3,450517035.2,Mid-Range,6,High Range,Intermediate,High
685,Citroen,ë-Spacetourer,2017,Nickel-cobalt-aluminum,107.1,336,Vehicle-to-Home (V2H),10.2,40159.09,Bronze,France,0,0,5,10856,3,435967081,Mid-Range,3,Mid-Range,None,Very High
686,Jaguar,I-PACE,2018,Lead-acid,38.7,479,Vehicle-to-Load (V2L),2.1,137406.28,Emerald Green,Sweden,2,0,4,6576,3,903583697.3,Luxury,12,High Range,Intermediate,High
687,Audi,e-tron,2017,Zinc-air,134.4,366,CCS,3.3,42432.84,Black,Turkey,0,0,4,6030,3,255870025.2,Mid-Range,3,Mid-Range,None,High
688,Maserati,GranTurismo Folgore,2024,Flow batteries,77.1,436,CCS,5.5,106343.66,Midnight Black,Sweden,5,0,5,17913,3,1904933982,Premium,6,High Range,Full,Very High
689,Great Wall Motors,ORA Lightning Cat,2019,Lithium-sulfur,106.8,591,Vehicle-to-Load (V2L),4.7,63021.76,Beige,France,3,0,3,18488,4,1165146299,Mid-Range,6,High Range,Advanced,Very High
690,Tesla,Cybertruck,2019,Lithium-ion,103.9,557,Vehicle-to-Home (V2H),1,138847.01,Gray,Australia,3,0,4,16404,5,2277646352,Luxury,5,High Range,Advanced,Very High
691,Rivian,R1S,2023,Nickel-cobalt-aluminum,86.7,189,CHAdeMO,4.5,116305.09,Pink,Australia,1,0,4,12908,3,1501266102,Premium,2,Low Range,Basic,Very High
692,Genesis,G80 Electric,2021,Nickel-manganese-cobalt,98.8,192,Battery Swapping,2,68889.19,Matte Blue,Brazil,3,0,4,5215,3,359257125.9,Mid-Range,2,Low Range,Advanced,High
693,Kia,Soul EV,2022,Aluminum-ion,108.3,265,Ultra-Fast Charging (350 kW+),11.8,127026.66,Volcanic Yellow,Belgium,3,0,4,13764,3,1748394948,Luxury,2,Mid-Range,Advanced,Very High
694,Bmw,iX1,2019,Solid-state,24.9,483,DC Fast Charging (DCFC),5.6,74918.65,Emerald Green,Germany,2,0,3,18801,5,1408545539,Mid-Range,19,High Range,Intermediate,Very High
695,Lucid Motors,Lucid Air,2019,Nickel-manganese-cobalt,76.9,246,Ultra-Fast Charging (350 kW+),2.8,49450.75,Platinum,South Africa,1,0,4,3152,3,155868764,Mid-Range,3,Mid-Range,Basic,Medium
696,Chevrolet,Bolt EUV,2015,Sodium-ion,120.7,390,DC Fast Charging (DCFC),4.4,111883.34,Volcanic Yellow,South Africa,1,0,4,11681,5,1306909295,Premium,3,Mid-Range,Basic,Very High
697,Lamborghini,Revuelto (PHEV),2016,Nickel-manganese-cobalt,75.6,292,DC Fast Charging (DCFC),7,45263.09,Matte Black,Poland,3,0,4,17712,4,801699850.1,Mid-Range,4,Mid-Range,Advanced,Very High
698,Nissan,Leaf,2019,Aluminum-ion,127.7,299,Overhead Pantograph Charging,1.3,134576.8,Copper,China,1,0,5,10231,4,1376855241,Luxury,2,Mid-Range,Basic,Very High
699,Gmc,Hummer EV Pickup,2023,Lithium-titanate,135.9,398,Vehicle-to-Load (V2L),11.3,148192.07,Ruby Red,Germany,3,0,3,4564,3,676348607.5,Luxury,3,Mid-Range,Advanced,Medium
700,Lamborghini,Lanzador (upcoming EV),2025,Aluminum-ion,134.2,220,Vehicle-to-Load (V2L),1.3,143759.71,Sapphire Blue,Japan,0,0,5,2640,5,379525634.4,Luxury,2,Mid-Range,None,Medium
701,Great Wall Motors,ORA Good Cat,2019,Lithium-titanate,25.4,118,Vehicle-to-Load (V2L),6.3,108040.44,Brown,New Zealand,1,0,4,6428,5,694483948.3,Premium,5,Low Range,Basic,High
702,Cadillac,Celestiq,2025,Flow batteries,115.9,382,Vehicle-to-Load (V2L),1.1,121881.78,Ice Silver,Italy,3,0,3,12049,4,1468553567,Luxury,3,Mid-Range,Advanced,Very High
703,Lucid Motors,Lucid Gravity,2021,Aluminum-ion,27.5,218,DC Fast Charging (DCFC),7.3,57255.11,Racing Red,Saudi Arabia,0,0,3,2510,3,143710326.1,Mid-Range,8,Mid-Range,None,Medium
704,Volkswagen,ID.6,2017,Lithium-sulfur,25.7,279,Ultra-Fast Charging (350 kW+),12,45565.95,Cream,New Zealand,5,0,5,6745,4,307342332.8,Mid-Range,11,Mid-Range,Full,High
705,Dacia,Bigster EV (upcoming),2018,Nickel-manganese-cobalt,112.7,582,Overhead Pantograph Charging,9.5,65122.01,Ruby Red,Belgium,2,0,3,1769,4,115200835.7,Mid-Range,5,High Range,Intermediate,Medium
706,Li Auto,MEGA,2019,Solid-state,46.5,170,Ultra-Fast Charging (350 kW+),4,96355.88,Orange,Argentina,1,0,4,14868,3,1432619224,Premium,4,Low Range,Basic,Very High
707,Nissan,Ariya,2015,Lithium-sulfur,56.1,296,Solar Charging,10,40139.2,Bronze,Finland,0,0,3,7354,3,295183676.8,Mid-Range,5,Mid-Range,None,High
708,Nio,ET9,2025,Nickel-cobalt-aluminum,89.2,438,Solar Charging,0.9,121559.56,Black,Ireland,2,0,5,7095,3,862465078.2,Luxury,5,High Range,Intermediate,High
709,Pininfarina,Battista,2021,Magnesium-ion,114.8,476,Level 2 Charging,9.8,96395.3,Volcanic Yellow,Czech Republic,4,0,5,17003,4,1639009286,Premium,4,High Range,Full,Very High
710,Mercedes-Benz,EQS SUV,2022,Lithium-titanate,149,221,CHAdeMO,10.9,63684.02,Sky Blue,Portugal,3,0,4,18713,4,1191719066,Mid-Range,1,Mid-Range,Advanced,Very High
711,Chevrolet,Equinox EV,2019,Sodium-ion,54.9,228,Level 1 Charging,1.9,98212.93,Purple,Spain,3,0,4,1212,4,119034071.2,Premium,4,Mid-Range,Advanced,Medium
712,Great Wall Motors,ORA Ballet Cat,2023,Lithium-iron phosphate,73.1,396,DC Fast Charging (DCFC),3.7,103239.42,Purple,China,2,0,4,4168,3,430301902.6,Premium,5,Mid-Range,Intermediate,Medium
713,Acura,ZDX (with GM Ultium),2017,Calcium-ion,100.3,125,Ultra-Fast Charging (350 kW+),1.8,34620.21,Sky Blue,Turkey,4,0,3,1992,5,68963458.32,Budget,1,Low Range,Full,Medium
714,Honda,Honda Prologue,2015,Flow batteries,129.8,534,Overhead Pantograph Charging,6.7,35367.97,Forest Green,Brazil,3,0,3,7765,3,274632287.1,Budget,4,High Range,Advanced,High
715,Rimac,Nevera,2025,Nickel-cobalt-aluminum,29.3,318,Solar Charging,2.1,69184.87,Burgundy,Argentina,3,0,4,1020,3,70568567.4,Mid-Range,11,Mid-Range,Advanced,Medium
716,Byd,Han EV,2019,Aluminum-ion,39.5,402,Level 1 Charging,1.7,55377.56,Purple,Turkey,5,0,4,7040,4,389858022.4,Mid-Range,10,High Range,Full,High
717,Jeep,Wrangler 4xe (PHEV),2025,Lithium-titanate,39.5,490,DC Fast Charging (DCFC),11.5,145035.02,Crimson Red,Singapore,4,0,5,3972,5,576079099.4,Luxury,12,High Range,Full,Medium
718,Faraday Future,FF 91,2024,Nickel-manganese-cobalt,105.7,366,Vehicle-to-Home (V2H),4.1,53402.83,Matte Green,Czech Republic,2,0,4,7565,4,403992409,Mid-Range,3,Mid-Range,Intermediate,High
719,Rimac,Nevera,2018,Nickel-manganese-cobalt,115.3,550,Vehicle-to-Grid (V2G),4.7,72238.15,Graphite Gray,China,5,0,4,7528,5,543808793.2,Mid-Range,5,High Range,Full,High
720,Canoo,Lifestyle Vehicle,2023,Lithium-iron phosphate,120.9,308,CHAdeMO,7.5,125502.71,Pink,Hungary,3,0,3,18874,4,2368738149,Luxury,3,Mid-Range,Advanced,Very High
721,Acura,ZDX (with GM Ultium),2017,Aluminum-ion,79,185,CCS,5.3,121861.15,Cosmic Purple,New Zealand,1,0,3,5470,3,666580490.5,Luxury,2,Low Range,Basic,High
722,Volkswagen,ID.7,2023,Aluminum-ion,70.5,316,Overhead Pantograph Charging,2,113631.44,Forest Green,Czech Republic,3,0,5,19947,5,2266606334,Premium,4,Mid-Range,Advanced,Very High
723,Kia,Soul EV,2016,Lithium-titanate,139.7,586,Vehicle-to-Home (V2H),11,105699.84,Racing Red,Vietnam,3,0,5,19318,5,2041909509,Premium,4,High Range,Advanced,Very High
724,Hyundai,Ioniq 5,2015,Zinc-air,97.1,445,Vehicle-to-Home (V2H),4.9,82630.44,Graphite Gray,Israel,0,0,3,18485,5,1527423683,Premium,5,High Range,None,Very High
725,Lotus,Evija,2023,Calcium-ion,140.6,246,Mobile Charging,4.9,120876.03,Charcoal,Japan,5,0,4,17011,4,2056222146,Luxury,2,Mid-Range,Full,Very High
726,Ferrari,Ferrari EV (2025+),2020,Solid-state,65.2,184,CCS,3.8,88396.29,Crimson Red,Netherlands,2,0,3,9130,3,807058127.7,Premium,3,Low Range,Intermediate,High
727,Kia,Niro EV,2023,Calcium-ion,86.1,186,Level 1 Charging,7.4,34769.4,Matte White,Saudi Arabia,0,0,4,6656,4,231425126.4,Budget,2,Low Range,None,High
728,Ferrari,Roma PHEV,2022,Lead-acid,36.4,332,Solar Charging,11.1,115950.11,Rose Gold,Canada,3,0,4,4483,4,519804343.1,Premium,9,Mid-Range,Advanced,Medium
729,Renault,Megane E-Tech,2020,Magnesium-ion,30.3,506,Ultra-Fast Charging (350 kW+),8.9,69253.89,Graphite Gray,Mexico,5,0,3,10315,3,714353875.4,Mid-Range,17,High Range,Full,Very High
730,Zeekr,Zeekr 001,2023,Sodium-ion,44.8,385,Level 2 Charging,11.4,105274.21,Forest Green,Italy,1,0,3,15876,3,1671333358,Premium,9,Mid-Range,Basic,Very High
731,Renault,Kangoo E-Tech,2019,Nickel-metal hydride,45.8,548,DC Fast Charging (DCFC),11.4,132858.82,Racing Red,Switzerland,3,0,3,5836,3,775364073.5,Luxury,12,High Range,Advanced,High
732,Li Auto,L9,2024,Nickel-cobalt-aluminum,102,220,Overhead Pantograph Charging,6.1,108832.92,Midnight Black,Poland,2,0,5,12851,5,1398611855,Premium,2,Mid-Range,Intermediate,Very High
733,Fisker,Pear (upcoming),2019,Solid-state,48.5,593,Solar Charging,5.3,83660.75,Forest Green,Vietnam,3,0,3,11389,5,952812281.8,Premium,12,High Range,Advanced,Very High
734,Xpeng,G6,2022,Calcium-ion,124.6,350,Vehicle-to-Grid (V2G),8.4,33475.51,Bronze,Turkey,3,0,4,10407,4,348379632.6,Budget,3,Mid-Range,Advanced,Very High
735,Xpeng,P5,2021,Nickel-cobalt-aluminum,53.9,127,Battery Swapping,6.1,56273.78,Emerald Green,Japan,3,0,5,6756,5,380185657.7,Mid-Range,2,Low Range,Advanced,High
736,Jaguar,I-PACE,2017,Zinc-air,90.2,586,Level 1 Charging,9.7,40830.33,Cosmic Purple,Mexico,4,0,4,6896,4,281565955.7,Mid-Range,6,High Range,Full,High
737,Maserati,Grecale Folgore,2017,Calcium-ion,89.6,540,Ultra-Fast Charging (350 kW+),3.8,49368.5,Turquoise,Mexico,4,0,3,656,5,32385736,Mid-Range,6,High Range,Full,Low
738,Kia,EV9,2022,Lithium-ion,40.4,254,Level 1 Charging,3.1,122689.4,Forest Green,Japan,0,0,4,4298,5,527319041.2,Luxury,6,Mid-Range,None,Medium
739,Toyota,bZ4X,2016,Solid-state,85.6,460,Vehicle-to-Grid (V2G),0.7,119118.24,Matte White,Ireland,0,0,3,19847,4,2364139709,Premium,5,High Range,None,Very High
740,Vinfast,VF 8,2021,Lead-acid,116.7,254,Battery Swapping,5.8,41961.51,Ruby Red,Singapore,2,0,4,18382,4,771336476.8,Mid-Range,2,Mid-Range,Intermediate,Very High
741,Great Wall Motors,ORA Lightning Cat,2023,Lead-acid,51.8,108,Vehicle-to-Load (V2L),8.9,144174.89,Stealth Gray,Saudi Arabia,3,0,4,7605,4,1096450038,Luxury,2,Low Range,Advanced,High
742,Byd,Dolphin,2024,Solid-state,103.6,270,CHAdeMO,9.8,147098.09,Yellow,United Arab Emirates,3,0,4,13211,5,1943312867,Luxury,3,Mid-Range,Advanced,Very High
743,Great Wall Motors,ORA Ballet Cat,2024,Magnesium-ion,50.2,492,Vehicle-to-Load (V2L),3.4,67374.59,Pink,Sweden,3,0,3,8786,5,591953147.7,Mid-Range,10,High Range,Advanced,High
744,Rivian,EDV (Electric Delivery Van),2022,Lead-acid,85,591,Ultra-Fast Charging (350 kW+),4.2,115064.18,Graphite Gray,United Arab Emirates,5,0,5,2539,4,292147953,Premium,7,High Range,Full,Medium
745,Volkswagen,ID.2all,2015,Nickel-metal hydride,87.6,162,NACS,2.8,134369.9,Orange,Japan,3,0,4,4583,5,615817251.7,Luxury,2,Low Range,Advanced,Medium
746,Lamborghini,Lanzador (upcoming EV),2021,Lithium-ion,58.6,322,Solar Charging,8.8,135627.14,Bronze,South Africa,2,0,4,17145,5,2325327315,Luxury,5,Mid-Range,Intermediate,Very High
747,Rivian,EDV (Electric Delivery Van),2020,Lead-acid,98.6,341,Vehicle-to-Home (V2H),2.9,69621.26,Racing Red,Italy,5,0,4,13641,3,949703607.7,Mid-Range,3,Mid-Range,Full,Very High
748,Ford,Explorer EV (Europe),2016,Lithium-ion,60.5,196,Inductive (Wireless) Charging,8.5,94527.78,Pink,France,3,0,4,18322,3,1731937985,Premium,3,Low Range,Advanced,Very High
749,Fisker,Ocean,2018,Lithium-sulfur,56.9,566,Vehicle-to-Grid (V2G),7.2,66690.04,Sapphire Blue,Thailand,4,0,3,19419,3,1295053887,Mid-Range,10,High Range,Full,Very High
750,Kia,Niro EV,2019,Nickel-metal hydride,54.2,152,CHAdeMO,9.7,100478.05,Navy Blue,India,4,0,5,15512,3,1558615512,Premium,3,Low Range,Full,Very High
751,Mercedes-Benz,EQC,2018,Lithium-iron phosphate,31.9,511,CHAdeMO,2.1,87055.68,White,Hungary,3,0,4,13939,5,1213469124,Premium,16,High Range,Advanced,Very High
752,Great Wall Motors,ORA Lightning Cat,2019,Lead-acid,118.8,223,Plug-in Hydrogen Refueling,4.8,76263.58,Aurora Blue,Brazil,4,0,4,19837,3,1512840636,Mid-Range,2,Mid-Range,Full,Very High
753,Mercedes-Benz,EQA,2017,Calcium-ion,76.8,326,Vehicle-to-Load (V2L),8.5,60064.68,Orange,United Arab Emirates,5,0,4,11982,4,719694995.8,Mid-Range,4,Mid-Range,Full,Very High
754,Opel,Grandland Electric,2020,Lithium-titanate,75.1,415,Inductive (Wireless) Charging,4.9,51480.67,Racing Red,Usa,2,0,4,10170,4,523558413.9,Mid-Range,6,High Range,Intermediate,Very High
755,Kia,EV6,2019,Lead-acid,139.8,410,Battery Swapping,0.9,62994.17,Aurora Blue,Thailand,3,0,5,1875,5,118114068.8,Mid-Range,3,High Range,Advanced,Medium
756,Canoo,Lifestyle Vehicle,2022,Zinc-air,102.2,351,NACS,5.9,134992.42,Stealth Gray,Saudi Arabia,0,0,5,5019,5,677526956,Luxury,3,Mid-Range,None,High
757,Peugeot,e-2008,2017,Solid-state,74.5,533,CCS,1.1,106497.38,Blue,Hungary,3,0,3,546,4,58147569.48,Premium,7,High Range,Advanced,Low
758,Skoda,Enyaq Coupe,2017,Aluminum-ion,148.2,469,Overhead Pantograph Charging,6.4,142865.42,Cream,Indonesia,5,0,5,4833,5,690468574.9,Luxury,3,High Range,Full,Medium
759,Toyota,bZ4X,2017,Nickel-manganese-cobalt,25.8,411,Inductive (Wireless) Charging,8.4,79110.18,Emerald Green,Usa,4,0,5,2821,5,223169817.8,Mid-Range,16,High Range,Full,Medium
760,Changan,SL03,2016,Aluminum-ion,31.8,473,DC Fast Charging (DCFC),2.6,100937.82,Black,Netherlands,1,0,5,8084,4,815981336.9,Premium,15,High Range,Basic,High
761,Skoda,Elroq (upcoming),2018,Lithium-titanate,118.3,167,Solar Charging,1.1,114709.68,Midnight Black,Portugal,3,0,3,8939,3,1025389830,Premium,1,Low Range,Advanced,High
762,Porsche,Panamera EV,2019,Lithium-titanate,77.1,147,Vehicle-to-Load (V2L),4.6,73633.58,Navy Blue,South Africa,5,0,5,12637,3,930507550.5,Mid-Range,2,Low Range,Full,Very High
763,Maserati,Grecale Folgore,2021,Sodium-ion,104,449,Solar Charging,2.9,113958.46,Graphite Gray,United Arab Emirates,2,0,4,7151,4,814916947.5,Premium,4,High Range,Intermediate,High
764,Honda,e:Ny1,2016,Lead-acid,105.6,195,Vehicle-to-Load (V2L),2.1,100418.49,Turquoise,Singapore,4,0,3,11759,3,1180821024,Premium,2,Low Range,Full,Very High
765,Mercedes-Benz,EQS SUV,2022,Sodium-ion,63.8,562,CCS,2.7,72960.54,Pearl White,Australia,0,0,5,18873,5,1376984271,Mid-Range,9,High Range,None,Very High
766,Zeekr,Zeekr 007,2022,Calcium-ion,51.7,470,Overhead Pantograph Charging,7.4,87906.91,Cream,Poland,3,0,5,3534,4,310663019.9,Premium,9,High Range,Advanced,Medium
767,Zeekr,Zeekr 009,2024,Nickel-cobalt-aluminum,97.1,183,NACS,11.1,136391.43,Ice Silver,South Africa,4,0,4,1762,3,240321699.7,Luxury,2,Low Range,Full,Medium
768,Subaru,Solterra,2020,Nickel-manganese-cobalt,71.5,335,Level 1 Charging,8.1,54048.78,Midnight Black,Poland,1,0,3,8019,3,433417166.8,Mid-Range,5,Mid-Range,Basic,High
769,Skoda,Elroq (upcoming),2020,Lithium-ion,82.1,276,CCS,5.9,112414.37,Ice Silver,Switzerland,5,0,3,3139,4,352868707.4,Premium,3,Mid-Range,Full,Medium
770,Volkswagen,ID.5,2017,Nickel-cobalt-aluminum,120.5,559,Solar Charging,9.9,117644.65,Brown,Ireland,0,0,5,881,3,103644936.7,Premium,5,High Range,None,Low
771,Cadillac,Lyriq,2018,Sodium-ion,67.1,356,Level 1 Charging,7.5,120202.14,Red,Austria,3,0,4,3042,4,365654909.9,Luxury,5,Mid-Range,Advanced,Medium
772,Nio,ET9,2021,Nickel-metal hydride,57,298,Vehicle-to-Load (V2L),0.9,145021.53,Tan,Norway,5,0,3,11347,5,1645559301,Luxury,5,Mid-Range,Full,Very High
773,Renault,Megane E-Tech,2025,Calcium-ion,72.6,513,Level 1 Charging,2.4,45448.74,Graphite Gray,India,0,0,4,13843,3,629146907.8,Mid-Range,7,High Range,None,Very High
774,Subaru,Solterra,2019,Lithium-titanate,102.4,409,Vehicle-to-Home (V2H),6.3,123720.42,Cosmic Purple,Mexico,2,0,4,17423,4,2155580878,Luxury,4,High Range,Intermediate,Very High
775,Skoda,Enyaq,2017,Lithium-ion,63.8,578,Battery Swapping,2.8,127540.21,Volcanic Yellow,Australia,3,0,4,15081,4,1923433907,Luxury,9,High Range,Advanced,Very High
776,Bmw,iX1,2025,Sodium-ion,52.8,272,Solar Charging,9.3,32823.64,Bronze,Norway,3,0,5,1167,5,38305187.88,Budget,5,Mid-Range,Advanced,Medium
777,Jaguar,I-PACE,2015,Lead-acid,116,227,NACS,1.5,41348.71,Volcanic Yellow,Sweden,3,0,4,7998,5,330706982.6,Mid-Range,2,Mid-Range,Advanced,High
778,Canoo,MPDV,2024,Nickel-manganese-cobalt,25.3,267,Overhead Pantograph Charging,0.9,103122.42,Volcanic Yellow,France,5,0,5,9895,4,1020396346,Premium,11,Mid-Range,Full,High
779,Xpeng,P7,2017,Lithium-titanate,53.4,434,DC Fast Charging (DCFC),10.1,82012.23,Orange,Denmark,2,0,3,1600,4,131219568,Premium,8,High Range,Intermediate,Medium
780,Ferrari,Roma PHEV,2018,Magnesium-ion,141.6,240,NACS,3.7,110572.76,Gun Metal,Thailand,5,0,4,6787,3,750457322.1,Premium,2,Mid-Range,Full,High
781,Vinfast,VF 9,2025,Nickel-metal hydride,55.7,336,Mobile Charging,1.6,56978.97,Cosmic Purple,Hungary,4,0,4,19264,4,1097642878,Mid-Range,6,Mid-Range,Full,Very High
782,Acura,ZDX (with GM Ultium),2023,Nickel-cobalt-aluminum,81.8,385,Level 1 Charging,4.4,68357.14,Platinum,Malaysia,5,0,3,12781,4,873672606.3,Mid-Range,5,Mid-Range,Full,Very High
783,Xpeng,P7,2025,Calcium-ion,94.3,140,Vehicle-to-Load (V2L),7,71435.9,Electric Blue,South Africa,2,0,4,968,3,69149951.2,Mid-Range,1,Low Range,Intermediate,Low
784,Gmc,Hummer EV Pickup,2024,Sodium-ion,93.4,312,Level 1 Charging,9.1,64066.52,Racing Red,Russia,3,0,5,4046,3,259213139.9,Mid-Range,3,Mid-Range,Advanced,Medium
785,Xpeng,G6,2018,Solid-state,94.2,191,NACS,9.3,148125.93,Cream,United Arab Emirates,1,0,4,11900,5,1762698567,Luxury,2,Low Range,Basic,Very High
786,Kia,EV6,2023,Lead-acid,89.2,215,Plug-in Hydrogen Refueling,6.2,85669.67,Platinum,Malaysia,1,0,4,10946,4,937740207.8,Premium,2,Mid-Range,Basic,Very High
787,Genesis,GV70 Electric,2025,Aluminum-ion,32.8,397,Vehicle-to-Grid (V2G),11.7,79235.26,Emerald Green,Germany,1,0,3,19646,5,1556655918,Mid-Range,12,Mid-Range,Basic,Very High
788,Renault,Kangoo E-Tech,2015,Sodium-ion,99.3,185,Vehicle-to-Load (V2L),8.4,144221.53,Black,Ireland,5,0,3,5288,4,762643450.6,Luxury,2,Low Range,Full,High
789,Byd,Seagull,2018,Nickel-metal hydride,81.4,464,Inductive (Wireless) Charging,4.2,65157.83,Black,Switzerland,3,0,3,5795,4,377589624.9,Mid-Range,6,High Range,Advanced,High
790,Mg,MG ZS EV,2024,Calcium-ion,63.1,571,NACS,3.3,116645.55,Red,Usa,5,0,4,12626,3,1472766714,Premium,9,High Range,Full,Very High
791,Vinfast,VF 9,2019,Aluminum-ion,113.1,161,Level 1 Charging,5.5,129330.46,Blue,Czech Republic,5,0,5,16762,5,2167837171,Luxury,1,Low Range,Full,Very High
792,Genesis,G80 Electric,2021,Magnesium-ion,36.1,174,Battery Swapping,9.2,99577.44,Burgundy,Canada,2,0,3,15813,3,1574618059,Premium,5,Low Range,Intermediate,Very High
793,Honda,e:Ny1,2020,Flow batteries,110.2,334,Vehicle-to-Load (V2L),9.2,120837.67,Pink,Czech Republic,2,0,5,9020,5,1089955783,Luxury,3,Mid-Range,Intermediate,High
794,Chevrolet,Bolt EUV,2017,Lead-acid,57.5,213,Overhead Pantograph Charging,7,115656.38,Magenta,Netherlands,2,0,4,5060,5,585221282.8,Premium,4,Mid-Range,Intermediate,High
795,Faraday Future,FF 91,2017,Zinc-air,58,296,Battery Swapping,7.8,33360.56,Electric Blue,Israel,4,0,5,16935,4,564961083.6,Budget,5,Mid-Range,Full,Very High
796,Great Wall Motors,ORA Ballet Cat,2017,Sodium-ion,103.7,400,Mobile Charging,6.5,75357.45,Champagne,Netherlands,3,0,3,2121,4,159833151.5,Mid-Range,4,Mid-Range,Advanced,Medium
797,Volvo,EX30,2018,Lithium-iron phosphate,39.5,411,CCS,8,72780.18,Sunset Orange,Singapore,0,0,5,7483,5,544614086.9,Mid-Range,10,High Range,None,High
798,Lucid Motors,Lucid Gravity,2025,Lithium-ion,71.8,150,Mobile Charging,6.3,62576.83,Matte White,Saudi Arabia,0,0,3,8390,5,525019603.7,Mid-Range,2,Low Range,None,High
799,Porsche,Macan EV,2018,Lithium-titanate,113.3,190,Level 2 Charging,11.8,61891.6,Bronze,Uk,5,0,4,4343,5,268795218.8,Mid-Range,2,Low Range,Full,Medium
800,Subaru,Solterra,2018,Lithium-iron phosphate,51.7,489,Vehicle-to-Load (V2L),5.8,94432.04,Burgundy,South Korea,5,0,4,2732,4,257988333.3,Premium,9,High Range,Full,Medium
801,Lucid Motors,Lucid Air,2023,Zinc-air,47.9,349,Solar Charging,7,99805.63,Orange,Malaysia,1,0,4,16,4,1596890.08,Premium,7,Mid-Range,Basic,Very Low
802,Citroen,ë-Spacetourer,2024,Lithium-sulfur,84,190,Mobile Charging,6.3,91704.03,Ruby Red,Poland,4,0,5,16484,4,1511649231,Premium,2,Low Range,Full,Very High
803,Acura,ZDX (with GM Ultium),2016,Magnesium-ion,142.9,349,Level 1 Charging,4.2,146922.53,Aurora Blue,Russia,0,0,3,14522,4,2133608981,Luxury,2,Mid-Range,None,Very High
804,Acura,ZDX (with GM Ultium),2018,Magnesium-ion,34.1,218,Inductive (Wireless) Charging,4,66646.06,Navy Blue,South Africa,5,0,5,5065,4,337562293.9,Mid-Range,6,Mid-Range,Full,High
805,Mercedes-Benz,EQB,2021,Magnesium-ion,42.3,180,NACS,4.2,91975.96,Aurora Blue,Ireland,5,0,4,9948,4,914976850.1,Premium,4,Low Range,Full,High
806,Ford,E-Transit,2020,Lithium-titanate,66,481,Mobile Charging,5.7,81035.75,Cream,Indonesia,3,0,4,13395,4,1085473871,Premium,7,High Range,Advanced,Very High
807,Genesis,GV70 Electric,2022,Magnesium-ion,55.6,519,Inductive (Wireless) Charging,2.9,116000.72,Copper,Argentina,3,0,5,18349,5,2128497211,Premium,9,High Range,Advanced,Very High
808,Lucid Motors,Lucid Air,2024,Lead-acid,77.2,240,CCS,1.4,49250.15,Volcanic Yellow,New Zealand,4,0,3,12781,5,629466167.2,Mid-Range,3,Mid-Range,Full,Very High
809,Dacia,Bigster EV (upcoming),2018,Lithium-sulfur,148.3,400,Plug-in Hydrogen Refueling,1.2,36733.75,Pink,Portugal,3,0,3,2424,4,89042610,Budget,3,Mid-Range,Advanced,Medium
810,Opel,Grandland Electric,2021,Calcium-ion,39.7,177,Solar Charging,7.1,97420.37,Candy Apple Red,Belgium,4,0,5,9549,5,930267113.1,Premium,4,Low Range,Full,High
811,Nissan,Leaf,2016,Calcium-ion,122.2,464,Mobile Charging,11.5,73347.55,Navy Blue,Malaysia,1,0,4,11868,4,870488723.4,Mid-Range,4,High Range,Basic,Very High
812,Lucid Motors,Lucid DreamDrive,2019,Lithium-sulfur,98.5,577,Level 1 Charging,2.1,107068.83,Brown,Thailand,0,0,4,16785,4,1797150312,Premium,6,High Range,None,Very High
813,Nissan,Ariya,2015,Lead-acid,133.5,267,Vehicle-to-Load (V2L),3.8,70050.31,Red,China,4,0,5,2874,5,201324590.9,Mid-Range,2,Mid-Range,Full,Medium
